D020504	false
D019480	false
D019486	false
D019488	false
D016417	false
D019215	false
D019489	false
D019491	false
D020468	false
D016420	false
D016421	true
D058537	false
D004740	true
D016422	false
D016433	false
D029282	false
D016425	false
D016440	false
D020463	false
D020504	false
D019478	false
D019479	false
D019484	false
D019480	false
D019482	false
D020465	false
D019486	false
D019487	false
D054519	false
D019488	false
D020466	false
D016417	false
D019215	false
D022921	false
D019490	false
D019494	false
D020468	false
D020469	false
D016419	false
D020470	false
D020471	false
D016420	false
D016423	true
D055823	false
D016439	false
D019991	false
D064886	false
D019497	false
D016437	false
D016435	false
D019499	false
D016438	false
D016421	true
D019500	false
D019502	false
D020474	false
D019504	false
D020475	false
D020476	false
D022922	false
D020478	false
D055824	false
D022903	true
D019508	false
D016431	true
D020479	false
D016456	false
D020480	false
D057213	false
D020481	false
D019514	false
D016428	true
D020484	false
D019528	false
D016418	false
D020485	true
D016422	false
D020486	false
D016416	false
D016467	false
D016433	false
D018431	false
D020488	false
D020489	false
D016424	false
D020490	false
D016453	false
D020492	false
D019539	false
D059036	false
D020495	false
D055821	false
D020496	false
D056571	false
D020497	false
D020498	false
D016425	false
D020507	false
D016441	false
D016440	false
D016454	true
D020500	false
D020501	false
D016427	true
D019517	false
D020503	false
D022902	false
D059040	false
D057405	false
D002363	true
D016429	true
D016430	true
D003160	true
D016446	true
D023362	true
D017418	true
D016448	true
D016426	true
D018486	true
D023361	true
D013485	true
D057689	true
D000068397	true
D000069520	false
D000068036	false
D066309	false
D000076362	true
D000073843	true
D000075742	false
D062210	false
